Review,Sentiment,Tokens,word_count
this is one of peter watkins most accessible films  ,1,"['one', 'peter', 'watkins', 'accessible', 'film']",5
i advise you to look out for it  ,1,"['advise', 'look']",2
you wont regret it  ,1,"['wont', 'regret']",2
highly recommended a  ,1,"['highly', 'recommended']",2
well just if you keep thinking how bad it is  ,0,"['well', 'keep', 'thinking', 'bad']",4
its a mediocre miserable hollow laughable and predictable piece of garbage  ,0,"['mediocre', 'miserable', 'hollow', 'laughable', 'predictable', 'piece', 'garbage']",7
its a case of so bad it is laughable  ,0,"['case', 'bad', 'laughable']",3
 very bad performance plays angela bennett a computer expert who is at home all the time  ,0,"['bad', 'performance', 'play', 'angela', 'bennett', 'computer', 'expert', 'home', 'time']",9
it is a film about nothing just a pretext to show ridiculous action scenes  ,0,"['film', 'nothing', 'pretext', 'show', 'ridiculous', 'action', 'scene']",7
how awful she is  ,0,['awful'],1
but she is still a bad actress repeating her robotic face moves in each of her pictures  ,0,"['still', 'bad', 'actress', 'repeating', 'robotic', 'face', 'move', 'picture']",8
the results well are a shame  ,0,"['result', 'well', 'shame']",3
delete this film from your mind  ,0,"['delete', 'film', 'mind']",3
one of the worst shows of all time  ,0,"['one', 'worst', 'show', 'time']",4
the show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for  ,0,"['show', 'would', 'begin', 'smart', 'as', 'ed', 'comment', 'would', 'totally', 'wall', 'uncalled']",11
the fat computer geek was unbelievable the bible thumper the badass girl who are these actors  ,0,"['fat', 'computer', 'geek', 'unbelievable', 'bible', 'thumper', 'badass', 'girl', 'actor']",9
never heard of any of them except cole who was totally unbelievable in the part  ,0,"['never', 'heard', 'except', 'cole', 'totally', 'unbelievable', 'part']",7
every time he opened his mouth you expect to hear you see kids pulling the plug was a mercy killing for this horrible show  ,0,"['every', 'time', 'opened', 'mouth', 'expect', 'hear', 'see', 'kid', 'pulling', 'plug', 'mercy', 'killing', 'horrible', 'show']",14
the stories were as unbelievable as the actors  ,0,"['story', 'unbelievable', 'actor']",3
lame would be the best way to describe it  ,0,"['lame', 'would', 'best', 'way', 'describe']",5
stanwyck and morgan are perfectly cast in what is in many ways a modern equivalent of dickens christmas carol in its sensibility  ,1,"['stanwyck', 'morgan', 'perfectly', 'cast', 'many', 'way', 'modern', 'equivalent', 'dickens', 'christmas', 'carol', 'sensibility']",12
the success of the film depends on the casting of sydney greenstreet as the alexander yardley character  ,1,"['success', 'film', 'depends', 'casting', 'sydney', 'greenstreet', 'alexander', 'yardley', 'character']",9
the attractive set used throughout most of the film is an eyepleasing gem  ,1,"['attractive', 'set', 'used', 'throughout', 'film', 'eyepleasing', 'gem']",7
im big fan of rpg games too but this movie its a disgrace to any selfrespecting rpger there is  ,0,"['im', 'big', 'fan', 'rpg', 'game', 'movie', 'disgrace', 'selfrespecting', 'rpger']",9
the lines the cuts the audio everything is wrong  ,0,"['line', 'cut', 'audio', 'everything', 'wrong']",5
you can find better movies at youtube  ,0,"['find', 'better', 'movie', 'youtube']",4
top line dont waste your time and money on this one its as bad as it comes  ,0,"['top', 'line', 'dont', 'waste', 'time', 'money', 'one', 'bad', 'come']",9
a lassie movie which should have been put to sleep forever  ,0,"['lassie', 'movie', 'put', 'sleep', 'forever']",5
thats how id describe this painfully dreary timewaster of a film  ,0,"['thats', 'id', 'describe', 'painfully', 'dreary', 'timewaster', 'film']",7
so mediocre in every aspect that it just becomes a dull uninteresting mess this is one of the most forgettable movies ive seen  ,0,"['mediocre', 'every', 'aspect', 'becomes', 'dull', 'uninteresting', 'mess', 'one', 'forgettable', 'movie', 'ive', 'seen']",12
it isnt even an achievement as a sobaditsgood or sobaditsmemorable movie  ,0,"['isnt', 'even', 'achievement', 'sobaditsgood', 'sobaditsmemorable', 'movie']",6
its an empty hollow shell of a movie  ,0,"['empty', 'hollow', 'shell', 'movie']",4
seriously its not worth wasting your or your kids time on  ,0,"['seriously', 'worth', 'wasting', 'kid', 'time']",5
avoid avoid avoid  ,0,"['avoid', 'avoid', 'avoid']",3
it will drive you barking mad  ,0,"['drive', 'barking', 'mad']",3
the transfers are very good  ,1,"['transfer', 'good']",2
very nice and relaxing late night viewing  ,1,"['nice', 'relaxing', 'late', 'night', 'viewing']",5
the movie is full of wonderful dancing hence the title  ,1,"['movie', 'full', 'wonderful', 'dancing', 'hence', 'title']",6
 some great music and terrific scenery  ,1,"['great', 'music', 'terrific', 'scenery']",4
it handles some tough issues with dignity and grace and of course has shocking spoiler here  ,1,"['handle', 'tough', 'issue', 'dignity', 'grace', 'course', 'shocking', 'spoiler']",8
 a happy wonderful feel good ending  ,1,"['happy', 'wonderful', 'feel', 'good', 'ending']",5
the point is the journey a journey that touches every member of the family  ,1,"['point', 'journey', 'journey', 'touch', 'every', 'member', 'family']",7
its one of the movies i need to see whenever it comes on tvnever mind the fact that i already have it memorized  ,1,"['one', 'movie', 'need', 'see', 'whenever', 'come', 'tvnever', 'mind', 'fact', 'already', 'memorized']",11
nothing new there  ,0,"['nothing', 'new']",2
that was done in the second movie  ,0,"['done', 'second', 'movie']",3
the movie has almost no action scenes in it and very little comedy  ,0,"['movie', 'almost', 'action', 'scene', 'little', 'comedy']",6
the plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted  ,0,"['plot', 'hole', 'pair', 'fishnet', 'stocking', 'direction', 'editing', 'astonishingly', 'ham', 'fisted']",10
what on earth is irons doing in this film  ,0,"['earth', 'iron', 'film']",3
i just saw this film and i recommend it  ,1,"['saw', 'film', 'recommend']",3
it has a very good plot it holds your complete attention the acting is superb tom wilkinson was fantastic and emily watson was also very good  ,1,"['good', 'plot', 'hold', 'complete', 'attention', 'acting', 'superb', 'tom', 'wilkinson', 'fantastic', 'emily', 'watson', 'also', 'good']",14
a very good film indeed about great and unconditional love  ,1,"['good', 'film', 'indeed', 'great', 'unconditional', 'love']",6
tom wilkinsons character is a man who is not prepared for the ordeal that is about to begin but he takes the matter in hand as the story progresses and this great actor gives a performance that makes you feel the characters anguish and suffering  ,1,"['tom', 'wilkinson', 'character', 'man', 'prepared', 'ordeal', 'begin', 'take', 'matter', 'hand', 'story', 'progress', 'great', 'actor', 'give', 'performance', 'make', 'feel', 'character', 'anguish', 'suffering']",21
emily watsons character is very strong and she has only to give a quick glance and you understand everything  ,1,"['emily', 'watson', 'character', 'strong', 'give', 'quick', 'glance', 'understand', 'everything']",9
despite the pans of reviewers i liked this movie  ,1,"['despite', 'pan', 'reviewer', 'liked', 'movie']",5
in fact i liked it better than interview with a vampire and i liked this lestat stuart townsend better than cruises attempt  ,1,"['fact', 'liked', 'better', 'interview', 'vampire', 'liked', 'lestat', 'stuart', 'townsend', 'better', 'cruise', 'attempt']",12
aailiyah was pretty good as akasha in places compelling her first entrance and mini dance scene  ,1,"['aailiyah', 'pretty', 'good', 'akasha', 'place', 'compelling', 'first', 'entrance', 'mini', 'dance', 'scene']",11
im a big fan of this series mostly due to anne rices style sensitivities and treatments  ,1,"['im', 'big', 'fan', 'series', 'mostly', 'due', 'anne', 'rice', 'style', 'sensitivity', 'treatment']",11
i guess i liked the details of his dysfunctionhe was believable  ,1,"['guess', 'liked', 'detail', 'dysfunctionhe', 'believable']",5
the football scenes at the end were perplexing  ,0,"['football', 'scene', 'end', 'perplexing']",4
but i thought his acting was skilled  ,1,"['thought', 'acting', 'skilled']",3
meredith m was better than all right  ,1,"['meredith', 'better', 'right']",3
a very charming film with wonderful sentiment and heart  ,1,"['charming', 'film', 'wonderful', 'sentiment', 'heart']",5
it is rare when a filmmaker takes the time to tell a worthy moral tale with care and love that doesnt fall into the trap of being overly syrupy or over indulgent  ,1,"['rare', 'filmmaker', 'take', 'time', 'tell', 'worthy', 'moral', 'tale', 'care', 'love', 'doesnt', 'fall', 'trap', 'overly', 'syrupy', 'indulgent']",16
nine out of ten for a truly lovely film  ,1,"['nine', 'ten', 'truly', 'lovely', 'film']",5
this early film from future goremeister lucio fulci is a very good addition to the giallo subgenre  ,1,"['early', 'film', 'future', 'goremeister', 'lucio', 'fulci', 'good', 'addition', 'giallo', 'subgenre']",10
this is one of the best italian thrillers of the early 70s  ,1,"['one', 'best', 'italian', 'thriller', 'early', '70']",6
a standout scene  ,1,"['standout', 'scene']",2
this scene is very strong and unpleasant  ,0,"['scene', 'strong', 'unpleasant']",3
technically the film is well made with impressive camerawork solid acting and effective music from riz ortolani  particularly good is a recurring unaccompanied female vocal that sounds like its coming from a distant hill  ,1,"['technically', 'film', 'well', 'made', 'impressive', 'camerawork', 'solid', 'acting', 'effective', 'music', 'riz', 'ortolani', 'particularly', 'good', 'recurring', 'unaccompanied', 'female', 'vocal', 'sound', 'like', 'coming', 'distant', 'hill']",23
its still wild stuff though and is highly recommended to fans of giallo cinema  ,1,"['still', 'wild', 'stuff', 'though', 'highly', 'recommended', 'fan', 'giallo', 'cinema']",9
the movie was very interesting from beginning to the end  ,1,"['movie', 'interesting', 'beginning', 'end']",4
i liked the way dustin hoffmans character was ready to do just about everything to stay with his son  ,1,"['liked', 'way', 'dustin', 'hoffman', 'character', 'ready', 'everything', 'stay', 'son']",9
this movie is also revealing  ,1,"['movie', 'also', 'revealing']",3
personally i think it shows that people should learn to find a compromise them self without involving other people into issue  ,1,"['personally', 'think', 'show', 'people', 'learn', 'find', 'compromise', 'self', 'without', 'involving', 'people', 'issue']",12
and it was boring  ,0,['boring'],1
i am so tired of clichés that is just lazy writing and here they come in thick and fast  ,0,"['tired', 'clichés', 'lazy', 'writing', 'come', 'thick', 'fast']",7
ps the only scene in the movie that was cool is when the central character finds her room blown up  ,1,"['p', 'scene', 'movie', 'cool', 'central', 'character', 'find', 'room', 'blown']",9
its a fresh subtle and rather sublime effect  ,1,"['fresh', 'subtle', 'rather', 'sublime', 'effect']",5
an italian reviewer called this a small great film and thats right  ,1,"['italian', 'reviewer', 'called', 'small', 'great', 'film', 'thats', 'right']",8
all the actors give a wonderful performance especially jennifer rubin as jamie harris who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star  ,1,"['actor', 'give', 'wonderful', 'performance', 'especially', 'jennifer', 'rubin', 'jamie', 'harris', 'change', 'nervous', 'starlet', 'beginning', 'strange', 'event', 'part', 'cool', 'star']",18
you learn a lot about the real inside emotions of people in this movie and a lot about the movie business itself  ,1,"['learn', 'lot', 'real', 'inside', 'emotion', 'people', 'movie', 'lot', 'movie', 'business']",10
the movie in movie situations in the beginning and through the game that is played with her by the acting coach are fascinating  ,1,"['movie', 'movie', 'situation', 'beginning', 'game', 'played', 'acting', 'coach', 'fascinating']",9
also the music by mark snow is possibly the best score ive ever heard  ,1,"['also', 'music', 'mark', 'snow', 'possibly', 'best', 'score', 'ive', 'ever', 'heard']",10
you wont forget this movie  ,1,"['wont', 'forget', 'movie']",3
why was this film made  ,0,"['film', 'made']",2
the film has an ultracheap look to it  ,0,"['film', 'ultracheap', 'look']",3
the result is a film that just dont look right  ,0,"['result', 'film', 'dont', 'look', 'right']",5
none of them are engaging or exciting  ,0,"['none', 'engaging', 'exciting']",3
the plot is nonsense that doesnt interest in the slightest way or have any uniqueness to it  ,0,"['plot', 'nonsense', 'doesnt', 'interest', 'slightest', 'way', 'uniqueness']",7
the foreigner is not worth one second of your time  ,0,"['foreigner', 'worth', 'one', 'second', 'time']",5
i saw it as a child on tv back in 1973 when it was the stranger and i loved it  ,1,"['saw', 'child', 'tv', 'back', '1973', 'stranger', 'loved']",7
but the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the cold war and the astronauts biggest fear is that he has crashed in the ussr  ,1,"['duet', 'astronaut', 'doctor', 'beginning', 'movie', 'perfect', 'exchange', 'one', 'considers', 'movie', 'made', 'well', 'cold', 'war', 'astronaut', 'biggest', 'fear', 'crashed', 'ussr']",19
this movie is so awesome  ,1,"['movie', 'awesome']",2
i loved it it was really scary  ,1,"['loved', 'really', 'scary']",3
i love the scream movies and all horror movies and this one ranks way up there  ,1,"['love', 'scream', 'movie', 'horror', 'movie', 'one', 'rank', 'way']",8
if you want a real scare rent this one  ,1,"['want', 'real', 'scare', 'rent', 'one']",5
1010  ,1,['1010'],1
this is an extraordinary film  ,1,"['extraordinary', 'film']",2
as a courtroom drama its compelling as an indictment on the american justice system its frightening  ,1,"['courtroom', 'drama', 'compelling', 'indictment', 'american', 'justice', 'system', 'frightening']",8
this film highlights the fundamental flaws of the legal process that its not about discovering guilt or innocence but rather is about who presents better in court  ,1,"['film', 'highlight', 'fundamental', 'flaw', 'legal', 'process', 'discovering', 'guilt', 'innocence', 'rather', 'present', 'better', 'court']",13
the film is well paced understated and one of the best courtroom documentaries ive seen  ,1,"['film', 'well', 'paced', 'understated', 'one', 'best', 'courtroom', 'documentary', 'ive', 'seen']",10
this mostly routine factbased tv drama gets a boost from the fine performance by cole  ,1,"['mostly', 'routine', 'factbased', 'tv', 'drama', 'get', 'boost', 'fine', 'performance', 'cole']",10
predictable but not a bad watch  ,1,"['predictable', 'bad', 'watch']",3
it was clear that she had the range and ability to pull off this part  ,1,"['clear', 'range', 'ability', 'pull', 'part']",5
she carries the movie well  ,1,"['carry', 'movie', 'well']",3
constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations  ,1,"['constantine', 'give', 'everything', 'right', 'intensity', 'seems', 'good', 'understanding', 'underlying', 'psychological', 'motivation']",11
it is wonderful and inspiring to watch and i hope that it gets released again on to video or dvd  ,1,"['wonderful', 'inspiring', 'watch', 'hope', 'get', 'released', 'video', 'dvd']",8
how this piece of trash was ever released is beyond me the acting the story the characters the supposedly special effects etcits all wrong  ,0,"['piece', 'trash', 'ever', 'released', 'beyond', 'acting', 'story', 'character', 'supposedly', 'special', 'effect', 'etcits', 'wrong']",13
in fact this stinker smells like a directtovideo release  ,0,"['fact', 'stinker', 'smell', 'like', 'directtovideo', 'release']",6
avoid at all costs  ,0,"['avoid', 'cost']",2
star trek v the final frontier is the worst in the series  ,0,"['star', 'trek', 'v', 'final', 'frontier', 'worst', 'series']",7
the acting from all involved and that includes those like shatner and nimoy is bad and washed out and making them seem as old as they look in real life the special effects are tacky like when spock has to rescue kirk on a jet pack when he falls down from a mountain  ,0,"['acting', 'involved', 'includes', 'like', 'shatner', 'nimoy', 'bad', 'washed', 'making', 'seem', 'old', 'look', 'real', 'life', 'special', 'effect', 'tacky', 'like', 'spock', 'rescue', 'kirk', 'jet', 'pack', 'fall', 'mountain']",25
the attempts at humor were pitiful and story is so awful it dosent bear thinking about which basically involves a vulcan stealing the enterprise to find god seriously i just didnt care about any of this film and oh not to mention uhura does a belly dance to distract male guards  ,0,"['attempt', 'humor', 'pitiful', 'story', 'awful', 'dosent', 'bear', 'thinking', 'basically', 'involves', 'vulcan', 'stealing', 'enterprise', 'find', 'god', 'seriously', 'didnt', 'care', 'film', 'oh', 'mention', 'uhura', 'belly', 'dance', 'distract', 'male', 'guard']",27
the only place good for this film is in the garbage  ,0,"['place', 'good', 'film', 'garbage']",4
the worst one of the series  ,0,"['worst', 'one', 'series']",3
editing the editing of this film was phenomenal in my opinion  ,1,"['editing', 'editing', 'film', 'phenomenal', 'opinion']",5
when a song could explain the emotions of the subjects better such as when jay adams unfortunate life was a subject of talk the song old man by neil young was played which evokes many emotions  ,1,"['song', 'could', 'explain', 'emotion', 'subject', 'better', 'jay', 'adam', 'unfortunate', 'life', 'subject', 'talk', 'song', 'old', 'man', 'neil', 'young', 'played', 'evokes', 'many', 'emotion']",21
cinematography the film was shot in an interesting way  ,1,"['cinematography', 'film', 'shot', 'interesting', 'way']",5
of course the footage from the 70s was grainy but that only enhanced the film  ,1,"['course', 'footage', '70', 'grainy', 'enhanced', 'film']",6
this film offers many delights and surprises  ,1,"['film', 'offer', 'many', 'delight', 'surprise']",5
when achille and philippa beautifully sing a duet from don giovanni that perfectly describes their situation in the movie you appreciate the subtle layers of this excellent film  ,1,"['achille', 'philippa', 'beautifully', 'sing', 'duet', 'giovanni', 'perfectly', 'describes', 'situation', 'movie', 'appreciate', 'subtle', 'layer', 'excellent', 'film']",15
the story unfolds in 18th century jutland and the use of period music played on period instruments is just one more fine touch  ,1,"['story', 'unfolds', '18th', 'century', 'jutland', 'use', 'period', 'music', 'played', 'period', 'instrument', 'one', 'fine', 'touch']",14
you share general loewenhielms exquisite joy in his partaking of the cailles en sarcophage even though you are just watching a movie  but you do wish for just a small sample to savor  ,1,"['share', 'general', 'loewenhielms', 'exquisite', 'joy', 'partaking', 'cailles', 'en', 'sarcophage', 'even', 'though', 'watching', 'movie', 'wish', 'small', 'sample', 'savor']",17
but this understated film leaves a lasting impression  ,1,"['understated', 'film', 'leaf', 'lasting', 'impression']",5
the warmth it generates is in contrast to its austere backdrop  ,1,"['warmth', 'generates', 'contrast', 'austere', 'backdrop']",5
you will leave the theater wanting to go out and dance under the stars  ,1,"['leave', 'theater', 'wanting', 'go', 'dance', 'star']",6
the acting as youd expect from this cast is top notch  ,1,"['acting', 'youd', 'expect', 'cast', 'top', 'notch']",6
the characters are fleshed out surprisingly well particularly grimes and blake and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic  ,1,"['character', 'fleshed', 'surprisingly', 'well', 'particularly', 'grime', 'blake', 'actor', 'deliver', 'sharply', 'scripted', 'line', 'right', 'amount', 'deadpan', 'tongue', 'cheek', 'make', 'dialogue', 'hilarious', 'realistic']",21
angus scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing violinplaying anatomist doctor quinn  ,1,"['angus', 'scrimm', 'also', 'turn', 'good', 'performance', 'somewhat', 'brief', 'memorable', 'role', 'gently', 'menacing', 'violinplaying', 'anatomist', 'doctor', 'quinn']",16
conclusion  i loved it  ,1,"['conclusion', 'loved']",2
its a long time since i was so entertained by a movie  ,1,"['long', 'time', 'since', 'entertained', 'movie']",5
i struggle to find anything bad to say about it  ,1,"['struggle', 'find', 'anything', 'bad', 'say']",5
mark my words this is one of those cult films like evil dead 2 or phantasm that people will still be discovering and falling in love with 20 30 40 years down the line  ,1,"['mark', 'word', 'one', 'cult', 'film', 'like', 'evil', 'dead', '2', 'phantasm', 'people', 'still', 'discovering', 'falling', 'love', '20', '30', '40', 'year', 'line']",20
its pretty surprising that this wonderful film was made in 1949 as hollywood generally had its collective heads in the sand concerning black and white issues at that time  ,1,"['pretty', 'surprising', 'wonderful', 'film', 'made', '1949', 'hollywood', 'generally', 'collective', 'head', 'sand', 'concerning', 'black', 'white', 'issue', 'time']",16
the film deserves strong kudos for taking this stand for having exceptional acting from its mostly lesserknown cast and for the superintelligent script that doesnt insult the audience or take the easy way out when it comes to white racism  ,1,"['film', 'deserves', 'strong', 'kudos', 'taking', 'stand', 'exceptional', 'acting', 'mostly', 'lesserknown', 'cast', 'superintelligent', 'script', 'doesnt', 'insult', 'audience', 'take', 'easy', 'way', 'come', 'white', 'racism']",22
plus with the movies rather modest budget and fast running time it does an amazing job  ,1,"['plus', 'movie', 'rather', 'modest', 'budget', 'fast', 'running', 'time', 'amazing', 'job']",10
juano hernandez an exceptional actor who played supporting roles in many films of the era is a proud black man who is accused of murdering a white man in the south  ,1,"['juano', 'hernandez', 'exceptional', 'actor', 'played', 'supporting', 'role', 'many', 'film', 'era', 'proud', 'black', 'man', 'accused', 'murdering', 'white', 'man', 'south']",18
trumbull on i love lucy  ,1,"['trumbull', 'love', 'lucy']",3
see it with your kids if you have a chanceit will open up some amazing dialog about how far race relations have come in the last 50 years  ,1,"['see', 'kid', 'chanceit', 'open', 'amazing', 'dialog', 'far', 'race', 'relation', 'come', 'last', '50', 'year']",13
see both films if you can  ,1,"['see', 'film']",2
it was that year however that reminded us that huston was still at the top of his game as evinced by his faithful adaptation of james joyces acclaimed novella the dead  ,1,"['year', 'however', 'reminded', 'u', 'huston', 'still', 'top', 'game', 'evinced', 'faithful', 'adaptation', 'james', 'joyce', 'acclaimed', 'novella', 'dead']",16
feelings thoughtsgabriels discomfort during the danceall these intangibles leap to life and come within the viewers grasp in hustons portrayal  ,1,"['feeling', 'thoughtsgabriels', 'discomfort', 'danceall', 'intangible', 'leap', 'life', 'come', 'within', 'viewer', 'grasp', 'huston', 'portrayal']",13
very disappointed and wondered how it could be in the oscar shortlist  ,0,"['disappointed', 'wondered', 'could', 'oscar', 'shortlist']",5
its very slow  ,0,['slow'],1
lot of holes in the plot theres nothing about how he became the emperor nothing about where he spend 20 years between his childhood and mature age  ,0,"['lot', 'hole', 'plot', 'there', 'nothing', 'became', 'emperor', 'nothing', 'spend', '20', 'year', 'childhood', 'mature', 'age']",14
 dont waste your time  ,0,"['dont', 'waste', 'time']",3
end of days is one of the worst bigbudget action movies ive ever seen  ,0,"['end', 'day', 'one', 'worst', 'bigbudget', 'action', 'movie', 'ive', 'ever', 'seen']",10
he surely doesnt know how to make a coherent action movie from the screenwriter of air force one who was only obliged to write the script just for a big sum of money  ,0,"['surely', 'doesnt', 'know', 'make', 'coherent', 'action', 'movie', 'screenwriter', 'air', 'force', 'one', 'obliged', 'write', 'script', 'big', 'sum', 'money']",17
this was one of the worst films i have ever seen  ,0,"['one', 'worst', 'film', 'ever', 'seen']",5
im still trying to get over how bad it was  ,0,"['im', 'still', 'trying', 'get', 'bad']",5
this movie is possibly one of the most creative works of horror ever  ,1,"['movie', 'possibly', 'one', 'creative', 'work', 'horror', 'ever']",7
it has everything you could want suspense drama comedy confusing subplots native americans brain eating if youre looking for the beall endall of brainsucking movies look no further  ,1,"['everything', 'could', 'want', 'suspense', 'drama', 'comedy', 'confusing', 'subplots', 'native', 'american', 'brain', 'eating', 'youre', 'looking', 'beall', 'endall', 'brainsucking', 'movie', 'look']",19
 with great sound effects and impressive special effects i cant recommend this movie enough  ,1,"['great', 'sound', 'effect', 'impressive', 'special', 'effect', 'cant', 'recommend', 'movie', 'enough']",10
call me a nut but i think this is one of the best movies ever  ,1,"['call', 'nut', 'think', 'one', 'best', 'movie', 'ever']",7
great character actors telly savalas and peter boyle  ,1,"['great', 'character', 'actor', 'telly', 'savalas', 'peter', 'boyle']",7
1 hour 54 minutes of sheer tedium melodrama and horrible acting a mess of a script and a sinking feeling of good lord what were they thinking  ,0,"['1', 'hour', '54', 'minute', 'sheer', 'tedium', 'melodrama', 'horrible', 'acting', 'mess', 'script', 'sinking', 'feeling', 'good', 'lord', 'thinking']",16
lots of holes in the script  ,0,"['lot', 'hole', 'script']",3
its like a bad two hour tv movie  ,0,"['like', 'bad', 'two', 'hour', 'tv', 'movie']",6
now imagine that every single one of those decisions was made wrong  ,0,"['imagine', 'every', 'single', 'one', 'decision', 'made', 'wrong']",7
the dialogue is atrocious  ,0,"['dialogue', 'atrocious']",2
the acting is beyond abysmal  ,0,"['acting', 'beyond', 'abysmal']",3
everything stinks  ,0,"['everything', 'stink']",2
trouble is the writing and directing make it impossible to establish those things that make a movie watchable like character story theme and so on  ,0,"['trouble', 'writing', 'directing', 'make', 'impossible', 'establish', 'thing', 'make', 'movie', 'watchable', 'like', 'character', 'story', 'theme']",14
worse theres an incredibly weak subplot thrown in that follows a little band of latterday mansonites as they go after a reporter whos working on a story on the anniversary of the killings  ,0,"['worse', 'there', 'incredibly', 'weak', 'subplot', 'thrown', 'follows', 'little', 'band', 'latterday', 'mansonites', 'go', 'reporter', 'who', 'working', 'story', 'anniversary', 'killing']",18
its dumb and pointless and a complete waste of time  ,0,"['dumb', 'pointless', 'complete', 'waste', 'time']",5
in short dont bother with this movie  ,0,"['short', 'dont', 'bother', 'movie']",4
i wont spoil it but the ending in pretty amazing  ,1,"['wont', 'spoil', 'ending', 'pretty', 'amazing']",5
the best scene in the movie is at the end but i wont spoil it  ,1,"['best', 'scene', 'movie', 'end', 'wont', 'spoil']",6
if there was ever an indication of a writer and a directors ability to meld two highly volatile temperaments into a seamless union of creativity then this is it  ,1,"['ever', 'indication', 'writer', 'director', 'ability', 'meld', 'two', 'highly', 'volatile', 'temperament', 'seamless', 'union', 'creativity']",13
the result is a powerhouse achievement made more timely now perhaps because of our cultures disturbing fascination with celebrity and its distorted interpretations of fame  ,1,"['result', 'powerhouse', 'achievement', 'made', 'timely', 'perhaps', 'culture', 'disturbing', 'fascination', 'celebrity', 'distorted', 'interpretation', 'fame']",13
a film not easily forgotten  ,1,"['film', 'easily', 'forgotten']",3
but kevin spacey is an excellent verbal tsunami as buddy ackerman  and totally believable because he is a great actor  ,1,"['kevin', 'spacey', 'excellent', 'verbal', 'tsunami', 'buddy', 'ackerman', 'totally', 'believable', 'great', 'actor']",11
the scripting of the subtle comedy is unmatched by any movie in recent years  ,1,"['scripting', 'subtle', 'comedy', 'unmatched', 'movie', 'recent', 'year']",7
the characters are interesting even if a bit predictable  ,1,"['character', 'interesting', 'even', 'bit', 'predictable']",5
highly recommended for all ages although the younger set will probably not appreciate some of the more subtle references they will certainly appreciate one galley scene in particular  ,1,"['highly', 'recommended', 'age', 'although', 'younger', 'set', 'probably', 'appreciate', 'subtle', 'reference', 'certainly', 'appreciate', 'one', 'galley', 'scene', 'particular']",16
great movie  ,1,"['great', 'movie']",2
also the story and acting were weak  ,0,"['also', 'story', 'acting', 'weak']",4
at around 4 pm i bought it at around 8pm i started to watch at around 815pm i fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain but there wasnt  ,0,"['around', '4', 'pm', 'bought', 'around', '8pm', 'started', 'watch', 'around', '815pm', 'fast', 'forwarded', 'remaining', 'film', 'see', 'anything', 'left', 'watchable', 'human', 'brain', 'wasnt']",21
either way it sucks  ,0,"['either', 'way', 'suck']",3
the script is horrendously stupid  ,0,"['script', 'horrendously', 'stupid']",3
the story starts too fast with absolutely no suspense or buildup in the slightest  ,0,"['story', 'start', 'fast', 'absolutely', 'suspense', 'buildup', 'slightest']",7
everything captain howdy says is either laughable or just plain stupid  ,0,"['everything', 'captain', 'howdy', 'say', 'either', 'laughable', 'plain', 'stupid']",8
what the hell kind of crap is that  ,0,"['hell', 'kind', 'crap']",3
then theres the plot holes  ,0,"['there', 'plot', 'hole']",3
you could drive a semi truck into these holes  ,0,"['could', 'drive', 'semi', 'truck', 'hole']",5
linda cardellini is the only thing good in this film  ,1,"['linda', 'cardellini', 'thing', 'good', 'film']",5
shes poised and amazing  ,1,"['shes', 'poised', 'amazing']",3
dee snider just plain sucks  ,0,"['dee', 'snider', 'plain', 'suck']",4
he cant act one of the least scary villains i have ever seen he cant write did he write this damn movie in his sleep  ,0,"['cant', 'act', 'one', 'least', 'scary', 'villain', 'ever', 'seen', 'cant', 'write', 'write', 'damn', 'movie', 'sleep']",14
i was bored throughout the whole damn thing  ,0,"['bored', 'throughout', 'whole', 'damn', 'thing']",5
the acting sucks the music sucks the script sucks the pacing sucks the special fx suck the directing sucks basically this movie sucks  ,0,"['acting', 'suck', 'music', 'suck', 'script', 'suck', 'pacing', 'suck', 'special', 'fx', 'suck', 'directing', 'suck', 'basically', 'movie', 'suck']",16
this film tries to be a serious and sophisticated thrillerhorror flick and it fails miserably  ,0,"['film', 'try', 'serious', 'sophisticated', 'thrillerhorror', 'flick', 'fails', 'miserably']",8
this is probably one of the least effective and utterly unoriginal films i have ever seen in my entire life  ,0,"['probably', 'one', 'least', 'effective', 'utterly', 'unoriginal', 'film', 'ever', 'seen', 'entire', 'life']",11
a piece of cinematic garbage captured on celluloid  ,0,"['piece', 'cinematic', 'garbage', 'captured', 'celluloid']",5
avoid at any and all costs  ,0,"['avoid', 'cost']",2
at any rate this film stinks its not funny and fulci should have stayed with giallo and supernatural zombie movies  ,0,"['rate', 'film', 'stink', 'funny', 'fulci', 'stayed', 'giallo', 'supernatural', 'zombie', 'movie']",10
avoid this film at all costs  ,0,"['avoid', 'film', 'cost']",3
i dont know what happened in season five what a mess  ,0,"['dont', 'know', 'happened', 'season', 'five', 'mess']",6
